speaker,emotion,file_id,text,wav_path,npy_path
0011,Neutral,0011_000024,The football teams give a tea party.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000024.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000024.npy
0011,Neutral,0011_000025,She is now choosing skirt to wear.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000025.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000025.npy
0011,Neutral,0011_000026,Let's make the noise like a snake.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000026.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000026.npy
0011,Neutral,0011_000027,Monster made a deep bow.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000027.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000027.npy
0011,Neutral,0011_000028,"She had said, so that one could keep up a conversation!",C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000028.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000028.npy
0011,Neutral,0011_000029,Rat came and replied on the leaves.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000029.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000029.npy
0011,Neutral,0011_000030,Must a name mean something?,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000030.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000030.npy
0011,Neutral,0011_000031,All smile were real and the happier the more sincere .,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000031.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000031.npy
0011,Neutral,0011_000032,Who is been repeating all that hard stuff to you?,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000032.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000032.npy
0011,Neutral,0011_000033,This used to be Jerry's occupation.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000033.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000033.npy
0011,Neutral,0011_000034,A divine wrath made her blue eyes awful.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000034.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000034.npy
0011,Neutral,0011_000035,The name really is the agedaged man.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000035.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000035.npy
0011,Neutral,0011_000036,How I hate this foul pool!,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000036.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000036.npy
0011,Neutral,0011_000037,I think it'll encourage me.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000037.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000037.npy
0011,Neutral,0011_000038,"Hold up my chin, slow and solid.",C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000038.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000038.npy
0011,Neutral,0011_000039,Our thanks to God's oath.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000039.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000039.npy
0011,Neutral,0011_000040,In which fox loses a tail and its elder sister finds one.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000040.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000040.npy
0011,Neutral,0011_000041,I chose the right way.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000041.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000041.npy
0011,Neutral,0011_000042,She may mind ye of her.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000042.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000042.npy
0011,Neutral,0011_000043,Story twenty nine a boy and a monkey.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000043.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000043.npy
0011,Neutral,0011_000044,Take courage all isn't lost yet.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000044.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000044.npy
0011,Neutral,0011_000045,The nastiest things they saw were the cobwebs.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000045.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000045.npy
0011,Neutral,0011_000046,They'd never know I'd regular ran away.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000046.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000046.npy
0011,Neutral,0011_000047,please excuse me.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000047.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000047.npy
0011,Neutral,0011_000048,"You are not a runaway,who are you?",C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000048.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000048.npy
0011,Neutral,0011_000049,Then we all say aha!,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000049.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000049.npy
0011,Neutral,0011_000050,Rabbit gave dog a hurrying up sort of nudge.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000050.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000050.npy
0011,Neutral,0011_000051,Said the American to the Chinese.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000051.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000051.npy
0011,Neutral,0011_000052,"From August eighteenth, of their divorce.",C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000052.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000052.npy
0011,Neutral,0011_000053,He was still in the forest!,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000053.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000053.npy
0011,Neutral,0011_000054,Are you a regular darkey really?,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000054.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000054.npy
0011,Neutral,0011_000055,A deafening chirruping rent the air.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000055.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000055.npy
0011,Neutral,0011_000056,Your midget wife can never sing a song.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000056.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000056.npy
0011,Neutral,0011_000057,Hannibal come to see you.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000057.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000057.npy
0011,Neutral,0011_000058,The octopus has eight legs.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000058.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000058.npy
0011,Neutral,0011_000059,Zero four three a silver shilling is journey.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000059.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000059.npy
0011,Neutral,0011_000060,That I am a born nurse.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000060.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000060.npy
0011,Neutral,0011_000061,"Midyear is day, shire year.",C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000061.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000061.npy
0011,Neutral,0011_000062,"Tom, went on eeyore gloomily.",C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000062.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000062.npy
0011,Neutral,0011_000063,Asteroid three hundred and twenty five.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000063.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000063.npy
0011,Neutral,0011_000064,And we are so thirsty!,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000064.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000064.npy
0011,Neutral,0011_000065,Tom could hardly speak for laughing.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000065.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000065.npy
0011,Neutral,0011_000066,Shall we let barbara in?,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000066.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000066.npy
0011,Neutral,0011_000067,"I suppose no, it doesn't!",C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000067.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000067.npy
0011,Neutral,0011_000068,I do not eat bread.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000068.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000068.npy
0011,Neutral,0011_000069,"Not much use is it, sam?",C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000069.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000069.npy
0011,Neutral,0011_000070,Tom now let our arrows fly!,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000070.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000070.npy
0011,Neutral,0011_000071,She was born on april nineteen forty three.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000071.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000071.npy
0011,Neutral,0011_000072,"How are you, dear child?",C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000072.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000072.npy
0011,Neutral,0011_000073,how suspicious this fox.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000073.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000073.npy
0011,Neutral,0011_000074,Come on my jack in the boxes!,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000074.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000074.npy
0011,Neutral,0011_000075,I'd far rather go without them than eat them!,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000075.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000075.npy
0011,Neutral,0011_000076,The hag looked in the stove.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000076.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000076.npy
0011,Neutral,0011_000077,But I saw you walking.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000077.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000077.npy
0011,Neutral,0011_000078,The art quite safe with me.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000078.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000078.npy
0011,Neutral,0011_000079,All my gum tips gone as well.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000079.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000079.npy
0011,Neutral,0011_000080,Then there was a report.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000080.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000080.npy
0011,Neutral,0011_000081,And I never had a whooping cough why.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000081.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000081.npy
0011,Neutral,0011_000082,A fair jaw cracker dwarf language must be!,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000082.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000082.npy
0011,Neutral,0011_000083,Be off now as quick as you may!,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000083.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000083.npy
0011,Neutral,0011_000084,By hook or by crook.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000084.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000084.npy
0011,Neutral,0011_000085,Suppose I take grandmother a fresh vegetable.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000085.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000085.npy
0011,Neutral,0011_000086,And tick a tack too.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000086.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000086.npy
0011,Neutral,0011_000087,A hippo lives in the zoo.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000087.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000087.npy
0011,Neutral,0011_000088,In my opinion that is a good idea!,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000088.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000088.npy
0011,Neutral,0011_000089,Let go of my top knot.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000089.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000089.npy
0011,Neutral,0011_000090,And they did push so!,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000090.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000090.npy
0011,Neutral,0011_000091,We expected Tom would jump for joy.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000091.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000091.npy
0011,Neutral,0011_000092,Does the one that wins get the crowned?,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000092.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000092.npy
0011,Neutral,0011_000093,To buy two pork chops.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000093.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000093.npy
0011,Neutral,0011_000094,They found a cow grazing in a field.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000094.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000094.npy
0011,Neutral,0011_000095,what i have we here?,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000095.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000095.npy
0011,Neutral,0011_000096,I don't painted tiger.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000096.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000096.npy
