speaker,emotion,file_id,text,wav_path
0011,Neutral,0011_000247,She and i are running a neck and neck race.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000247.wav
0011,Neutral,0011_000248,In which piglet meets an elephant.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000248.wav
0011,Neutral,0011_000249,You may imagine how I gape.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000249.wav
0011,Neutral,0011_000250,Her kind and firm glance.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000250.wav
0011,Neutral,0011_000251,The ladybug told them proudly.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000251.wav
0011,Neutral,0011_000252,I am run off my feet.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000252.wav
0011,Neutral,0011_000253,I have a soothsayer.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000253.wav
0011,Neutral,0011_000254,She laughed.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000254.wav
0011,Neutral,0011_000255,"This was the twenty fifth of november, seventeen eighty three.",C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000255.wav
0011,Neutral,0011_000256,I must have two to fetch and carry.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000256.wav
0011,Neutral,0011_000257,I would scoff at these followers.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000257.wav
0011,Neutral,0011_000258,"Mum shuts one's mouth up, doesn't it.",C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000258.wav
0011,Neutral,0011_000259,The song is called Ways and Means.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000259.wav
0011,Neutral,0011_000260,"As soon as she went in, there was disorder.",C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000260.wav
0011,Neutral,0011_000261,After a while he perceived both giants.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000261.wav
0011,Neutral,0011_000262,I believe you are one of them!,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000262.wav
0011,Neutral,0011_000263,She said in subdued voice.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000263.wav
0011,Neutral,0011_000264,Slam the doors and wedge them!,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000264.wav
0011,Neutral,0011_000265,I've just shot a stag.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000265.wav
0011,Neutral,0011_000266,We may join with that power.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000266.wav
0011,Neutral,0011_000267,Chapter eleven on the doorstep.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000267.wav
0011,Neutral,0011_000268,He showed no signs of age.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000268.wav
0011,Neutral,0011_000269,But show me how your map!,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000269.wav
0011,Neutral,0011_000270,"Chew leaves quickly, said rabbit.",C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000270.wav
0011,Neutral,0011_000271,I say I will be emperor.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000271.wav
0011,Neutral,0011_000272,No admittance except on party business.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000272.wav
0011,Neutral,0011_000273,I'd just as soon swim your way as others do.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000273.wav
0011,Neutral,0011_000274,Because he was a man with infinite resource and sagacity.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000274.wav
0011,Neutral,0011_000275,You shouldn't have pricked him with your horn.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000275.wav
0011,Neutral,0011_000276,Can your name be more hilarious?,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000276.wav
0011,Neutral,0011_000277,The end part is fish mouth.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000277.wav
0011,Neutral,0011_000278,I know you .,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000278.wav
0011,Neutral,0011_000279,These words behind the ears is nonsense.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000279.wav
0011,Neutral,0011_000280,Your path now goes south.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000280.wav
0011,Neutral,0011_000281,He could not help doing so.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000281.wav
0011,Neutral,0011_000282,Alice I won't forget it again.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000282.wav
0011,Neutral,0011_000283,They had been named Tom and Jerry.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000283.wav
0011,Neutral,0011_000284,"Chapter eighteen, the return journey.",C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000284.wav
0011,Neutral,0011_000285,"The straw, charcoal and the pea.",C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000285.wav
0011,Neutral,0011_000286,"One two three, where is your breakfast.",C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000286.wav
0011,Neutral,0011_000287,A voice said: Come in.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000287.wav
0011,Neutral,0011_000288,She has felt shy of it.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000288.wav
0011,Neutral,0011_000289,"No, said piggy carelessly.",C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000289.wav
0011,Neutral,0011_000290,There goes the shawl again!,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000290.wav
0011,Neutral,0011_000291,The end of february fourteenth.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000291.wav
0011,Neutral,0011_000292,She has a high voice.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000292.wav
0011,Neutral,0011_000293,He is old fashioned but he is the best of men.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000293.wav
0011,Neutral,0011_000294,Now I understand.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000294.wav
0011,Neutral,0011_000295,I know how to obey orders.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000295.wav
0011,Neutral,0011_000296,You woke me up!,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000296.wav
0011,Neutral,0011_000297,How Tom and Jerry went to visit mister Sam.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000297.wav
0011,Neutral,0011_000298,She come back to the valley.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000298.wav
0011,Neutral,0011_000299,His hope will cheat him.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000299.wav
0011,Neutral,0011_000300,Six was half way down the room.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000300.wav
0011,Neutral,0011_000301,I'm sure your friends can wait!,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000301.wav
0011,Neutral,0011_000302,Five hundred and one million right?,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000302.wav
0011,Neutral,0011_000303,I am loath to see him go.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000303.wav
0011,Neutral,0011_000304,How do you like you dirty bird!,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000304.wav
0011,Neutral,0011_000305,The fisherman and his wife see George every day.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000305.wav
0011,Neutral,0011_000306,Please invite Tom if there is not requires.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000306.wav
0011,Neutral,0011_000307,I owe them five hundred dollars.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000307.wav
0011,Neutral,0011_000308,Perhaps you think that is a queer title for this chapter.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000308.wav
0011,Neutral,0011_000309,"He owed mister Lawson, I can't tell you how.",C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000309.wav
0011,Neutral,0011_000310,Why it is just like the round egg which sounds thin.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000310.wav
0011,Neutral,0011_000311,I am back safe again.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000311.wav
0011,Neutral,0011_000312,Father has yellow eyes.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000312.wav
0011,Neutral,0011_000313,Give me a fine fat goose.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000313.wav
0011,Neutral,0011_000314,Bob goes to a new school.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000314.wav
0011,Neutral,0011_000315,It's to say how  you do with Tom's answer.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000315.wav
0011,Neutral,0011_000316,A thief in the night.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000316.wav
0011,Neutral,0011_000317,At length they came to a sharp bend.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000317.wav
0011,Neutral,0011_000318,The name of the song is called haddocks.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000318.wav
0011,Neutral,0011_000319,How could I dig burrows with short toe nails?,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000319.wav
0011,Neutral,0011_000320,Goat Billy asked the old chinese guy.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000320.wav
0011,Neutral,0011_000321,Called out the cloud.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000321.wav
0011,Neutral,0011_000322,A special pot too.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000322.wav
0011,Neutral,0011_000323,Why did I wake up!,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000323.wav
0011,Neutral,0011_000324,And she caught at the brooch.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000324.wav
0011,Neutral,0011_000325,She has no place for hot peper .,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000325.wav
0011,Neutral,0011_000326,They are made of wood.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000326.wav
0011,Neutral,0011_000327,It's part of my secret.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000327.wav
0011,Neutral,0011_000328,It would be a hard choice.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000328.wav
0011,Neutral,0011_000329,And his heart wagged with joy like a lamb's tail.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000329.wav
0011,Neutral,0011_000330,She keeps saying I'm hers.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000330.wav
0011,Neutral,0011_000331,She'll be feverish after so much thinking.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000331.wav
0011,Neutral,0011_000332,where are you going?,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000332.wav
0011,Neutral,0011_000333,You gain for nothing girl!,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000333.wav
0011,Neutral,0011_000334,"Another one, ten thousand dollars.",C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000334.wav
0011,Neutral,0011_000335,But things haven't change yet.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000335.wav
0011,Neutral,0011_000336,Over them swooped the eagles.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000336.wav
0011,Neutral,0011_000337,But mom I'm not certain about.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000337.wav
0011,Neutral,0011_000338,Paul's teeth ached because of lemon.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000338.wav
0011,Neutral,0011_000339,"And be with you,Tom!",C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000339.wav
0011,Neutral,0011_000340,So Tom saw night as it were broad daylight.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000340.wav
0011,Neutral,0011_000341,"Enough,you foolish chatter.",C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000341.wav
0011,Neutral,0011_000342,Why should I purchase my own?,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000342.wav
0011,Neutral,0011_000343,And what does it mean?,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000343.wav
0011,Neutral,0011_000344,"Lucy, a clever farmer.",C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000344.wav
0011,Neutral,0011_000345,A whirring noise was heard.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000345.wav
0011,Neutral,0011_000346,I am going back to back home.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000346.wav
0011,Neutral,0011_000347,What are you waiting for? man.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000347.wav
0011,Neutral,0011_000348,"Dear customer,welcome to our ship.",C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000348.wav
0011,Neutral,0011_000349,What do you think of this question?,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000349.wav
0011,Neutral,0011_000350,Do you have anything in mind?,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Neutral\0011_000350.wav
0011,Angry,0011_000551,"A lady, is on Alice's lap!",C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000551.wav
0011,Angry,0011_000552,that sounds good.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000552.wav
0011,Angry,0011_000553,I was not grabbed.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000553.wav
0011,Angry,0011_000554,The song is really louding on a gate.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000554.wav
0011,Angry,0011_000555,Fear neither root nor sprout!,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000555.wav
0011,Angry,0011_000556,Still you owe it a duty.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000556.wav
0011,Angry,0011_000557,"What am I, I'm a racer, son of god.",C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000557.wav
0011,Angry,0011_000558,"However, somebody killed something.",C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000558.wav
0011,Angry,0011_000559,A raging fire was in his eyes.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000559.wav
0011,Angry,0011_000560,It weighs seven point five kilogram.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000560.wav
0011,Angry,0011_000561,"From each cake, there sprang a huge dog.",C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000561.wav
0011,Angry,0011_000562,No thank you.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000562.wav
0011,Angry,0011_000563,"Let it give us a chance, my precious.",C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000563.wav
0011,Angry,0011_000564,"what are this thing, sticky!",C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000564.wav
